Crop,Temperature (°C),Humidity (%),Rainfall (mm),Soil Type,Soil pH,Soil Moisture (%),Wind Speed (km/h),Solar Radiation (W/m²),Weather Condition,Precipitation (mm),Evapotranspiration (ET),Growth Stage,Kc,Water Requirement (mm/day)
Maize,20.9,71.2,77.8,Sandy Loam,6.7,34.6,6.2,233.2,Sunny,16.3,1.01,Vegetative,0.8,2.69
Maize,27.3,72.4,59.6,Loamy,6.5,27.4,10.2,272.3,Partly Cloudy,9.1,1.49,Flowering,1.1,2.47
Maize,29.6,68.1,57.4,Loamy,6.5,29.6,4.2,229.8,Partly Cloudy,5.6,0.95,Fruiting,0.6,1.56
Maize,21.8,67.8,53.1,Sandy Loam,5.5,26.5,4.5,255.8,Partly Cloudy,9.2,0.92,Germination,0.3,1.89
Maize,28.7,73.4,64.5,Loamy,6.2,33.9,5.2,276.5,Sunny,11.3,0.99,Vegetative,0.8,2.17
Maize,23.5,61.1,69.5,Loamy,6,32.9,10,256.1,Sunny,15.7,1.59,Flowering,1.1,3.24
Maize,24.2,61.9,78.6,Loamy,5.8,25.9,8.7,277.7,Sunny,11.5,1.48,Fruiting,0.6,2.7
Maize,29,71.6,87.5,Sandy Loam,6.7,27.7,4.8,228.4,Partly Cloudy,11.9,0.94,Germination,0.3,2.18
Maize,25.9,61.8,64.5,Loamy,6.3,26.3,9.9,210.1,Sunny,12.5,1.55,Vegetative,0.8,2.88
Maize,23,76.2,76.1,Loamy,7.1,31.4,4.3,229.8,Partly Cloudy,10.9,0.77,Flowering,1.1,1.9
Maize,29.4,79.3,58.6,Sandy Loam,7,31.9,8,249,Partly Cloudy,12.7,1.15,Fruiting,0.6,2.48
Maize,29.8,60.1,87.8,Sandy Loam,7.3,25.3,5.5,248.1,Sunny,11.9,1.24,Germination,0.3,2.49
Maize,21,66.7,81,Sandy Loam,5.5,34.5,6.1,233.1,Partly Cloudy,12.3,1.06,Vegetative,0.8,2.34
Maize,20.5,62.6,70.9,Sandy Loam,6.3,32.3,11,259,Partly Cloudy,16.9,1.63,Flowering,1.1,3.4
Maize,26.4,72.4,59.2,Sandy Loam,6,34.7,7,247.2,Sunny,11.7,1.14,Fruiting,0.6,2.37
Maize,20.3,62.1,81.3,Sandy Loam,5.7,29,8,220,Sunny,7.7,1.29,Germination,0.3,2.12
Maize,24,63.6,89.6,Loamy,6.6,25.7,5,261.1,Partly Cloudy,12.6,1.07,Vegetative,0.8,2.38
Maize,25.4,77.1,57.9,Loamy,7.2,26.5,6.5,250.4,Partly Cloudy,8.8,1.01,Flowering,1.1,1.94
Maize,21.3,65.3,54.1,Sandy Loam,5.5,32.6,10.5,236.9,Partly Cloudy,11.1,1.53,Fruiting,0.6,2.72
Maize,27.8,63.6,79.1,Sandy Loam,5.5,34,10.9,270.3,Sunny,8.8,1.72,Germination,0.3,2.69
Maize,22.9,63.1,63.6,Loamy,6.3,31.3,7.4,213.3,Sunny,7.5,1.24,Vegetative,0.8,2.05
Maize,29.5,70.3,55.8,Sandy Loam,7,26.3,11.6,244.8,Partly Cloudy,15,1.67,Flowering,1.1,3.25
Maize,27,64.3,61.7,Loamy,6.6,33.7,4.4,260.6,Sunny,13.7,1.03,Fruiting,0.6,2.45
Maize,26.5,79.1,65,Sandy Loam,6.4,34.5,5.8,222.9,Partly Cloudy,11.3,0.9,Germination,0.3,2.08
Maize,28.8,65.6,78,Loamy,6.4,27.2,10.5,225.6,Partly Cloudy,14.1,1.6,Vegetative,0.8,3.09
Maize,29.8,65.5,81.1,Sandy Loam,7,25.8,9.2,226.4,Partly Cloudy,18.5,1.49,Flowering,1.1,3.41
Maize,28.3,61.4,66.4,Loamy,6.6,27.9,5.6,233.3,Sunny,18.7,1.19,Fruiting,0.6,3.12
Maize,21.2,64.1,87.2,Sandy Loam,7.4,30.3,9.1,279,Sunny,12.2,1.45,Germination,0.3,2.74
Maize,24.1,76.3,85.1,Sandy Loam,5.5,28.6,7.9,230.3,Sunny,13.1,1.14,Vegetative,0.8,2.51
Maize,29.5,62.9,61.5,Sandy Loam,7,34.5,5.9,273.1,Sunny,6.5,1.26,Flowering,1.1,1.97
Maize,26.4,66.5,71.3,Loamy,6,27.1,10.4,219.4,Sunny,14.4,1.54,Fruiting,0.6,3.06
Maize,21.2,66.7,75.4,Loamy,6.9,33.9,8.6,225.6,Partly Cloudy,15.7,1.31,Germination,0.3,2.95
Maize,27.5,69.6,69,Loamy,6.4,27.1,5.6,250.9,Partly Cloudy,6.7,1.06,Vegetative,0.8,1.78
Maize,27.4,78.2,69.6,Loamy,7.1,33.7,7.7,239,Sunny,16.8,1.12,Flowering,1.1,2.86
Maize,25.1,63.4,84.4,Loamy,6.8,27.1,6,249.5,Partly Cloudy,10.9,1.17,Fruiting,0.6,2.32
Maize,21.3,66.5,84.8,Loamy,7.4,33.8,7.8,258.6,Partly Cloudy,8.8,1.26,Germination,0.3,2.2
Maize,21.5,67.1,70.8,Loamy,6,26.8,8.6,257.9,Partly Cloudy,16,1.34,Vegetative,0.8,3.01
Maize,20.2,73.4,56.7,Sandy Loam,5.8,26.5,7.5,251.4,Partly Cloudy,10.5,1.12,Flowering,1.1,2.23
Maize,26.2,74.7,70,Sandy Loam,6.1,28.1,9.9,216.4,Partly Cloudy,7.7,1.37,Fruiting,0.6,2.21
Maize,25.6,63.1,87.7,Sandy Loam,6,28.3,11.3,249.5,Sunny,15.5,1.71,Germination,0.3,3.35
Maize,24.1,68,62.6,Sandy Loam,7.5,28.5,5,252.9,Sunny,17.2,0.99,Vegetative,0.8,2.76
Maize,29.1,77.8,77,Sandy Loam,6.7,29.4,10.7,268,Sunny,18.4,1.46,Flowering,1.1,3.37
Maize,25,63.9,62.6,Sandy Loam,7.3,31.7,6.3,273.7,Partly Cloudy,11.8,1.22,Fruiting,0.6,2.46
Maize,24.5,61.2,79.4,Loamy,5.7,32.9,9.5,257.4,Sunny,6.2,1.56,Germination,0.3,2.26
Maize,27.9,70.8,72,Sandy Loam,7,31,4.3,211.4,Partly Cloudy,9.7,0.88,Vegetative,0.8,1.89
Maize,25.5,61.6,65.8,Sandy Loam,6.1,34.5,10.3,269.5,Sunny,15.4,1.66,Flowering,1.1,3.28
Maize,29.6,76,75.6,Sandy Loam,6.6,34.6,4.3,229.2,Sunny,6.7,0.83,Fruiting,0.6,1.54
Maize,29.9,79.5,59.5,Sandy Loam,7.3,34.8,10.1,251,Sunny,11.3,1.37,Germination,0.3,2.57
Maize,23.5,64.4,52.8,Loamy,7,32.8,6.7,224.3,Partly Cloudy,6.2,1.18,Vegetative,0.8,1.86
Maize,29.1,65,82.4,Loamy,6.5,29.1,10.7,259.3,Partly Cloudy,14.2,1.68,Flowering,1.1,3.18
Maize,23.8,77.4,71.5,Loamy,5.9,29.3,9.6,234.5,Sunny,17.9,1.29,Fruiting,0.6,3.14
Maize,25.9,64.1,84.1,Loamy,6.5,25.1,4.7,260,Partly Cloudy,5.5,1.05,Germination,0.3,1.65
Maize,26,68.9,85.8,Sandy Loam,5.6,28.8,9.6,260.3,Sunny,8.1,1.47,Vegetative,0.8,2.35
Maize,26.5,74.3,83.5,Loamy,7.3,31.1,7,231.9,Partly Cloudy,16.6,1.1,Flowering,1.1,2.82
Maize,28,78.2,66.7,Sandy Loam,6.8,34.9,11.3,239.4,Partly Cloudy,17.9,1.49,Fruiting,0.6,3.35
Maize,30,60.6,65.4,Loamy,6.5,30.3,7.7,262.9,Partly Cloudy,14.4,1.47,Germination,0.3,2.98
Maize,22.5,68.5,52,Sandy Loam,7,31.9,8.6,215.6,Sunny,14.3,1.29,Vegetative,0.8,2.78
Maize,26.4,77.9,73,Sandy Loam,6.9,29.6,9.2,239,Partly Cloudy,11.2,1.27,Flowering,1.1,2.45
Maize,23.4,68.8,79.5,Sandy Loam,7.1,32,6.9,263.7,Sunny,11.9,1.17,Fruiting,0.6,2.42
Maize,22.6,67.3,83.9,Loamy,5.7,31.1,8.3,259.9,Partly Cloudy,7.6,1.32,Germination,0.3,2.15
Maize,24.8,70.1,64.5,Loamy,6.9,26.9,10.6,247.2,Sunny,11.8,1.52,Vegetative,0.8,2.78
Maize,23.2,65.6,59,Sandy Loam,5.8,25.3,11.9,223,Sunny,5.2,1.67,Flowering,1.1,2.27
Maize,27,72.2,67.6,Sandy Loam,7,28.8,9.1,276.1,Sunny,9.7,1.39,Fruiting,0.6,2.43
Maize,23.5,72.7,83.8,Loamy,6.3,31.4,11.6,255.8,Sunny,15.5,1.57,Germination,0.3,3.2
Maize,26.1,68.3,78.9,Sandy Loam,6,31,8.8,252.1,Partly Cloudy,15.2,1.39,Vegetative,0.8,2.98
Maize,25.7,71.5,79.9,Loamy,6.1,32.7,10.5,251.8,Sunny,13.5,1.5,Flowering,1.1,2.92
Maize,26.9,74.2,65.6,Sandy Loam,6.6,29.3,5.6,221.5,Partly Cloudy,5.4,0.95,Fruiting,0.6,1.54
Maize,25.9,73,82.7,Sandy Loam,6.5,25.8,7,253.2,Partly Cloudy,12.6,1.13,Germination,0.3,2.45
Maize,29.6,62.6,50.8,Sandy Loam,6.5,31.1,12,247.2,Partly Cloudy,17.7,1.84,Vegetative,0.8,3.7
Maize,20.6,71,77.9,Sandy Loam,7.3,31.6,8.2,262.9,Partly Cloudy,16,1.24,Flowering,1.1,2.9
Maize,21.4,72.8,53.3,Sandy Loam,6.2,26.4,6.6,236.8,Partly Cloudy,10.7,1.04,Fruiting,0.6,2.16
Maize,28.4,67.7,53,Sandy Loam,6,28.3,9.5,275.7,Sunny,17,1.52,Germination,0.3,3.3
Maize,28.2,66.7,68.3,Loamy,6.8,29.1,8.3,220.1,Sunny,7.8,1.35,Vegetative,0.8,2.2
Maize,20.8,64.9,78.7,Sandy Loam,6.4,34.3,6.1,222.9,Sunny,19.9,1.08,Flowering,1.1,3.12
Maize,29.3,62.9,82.8,Sandy Loam,6.9,26.3,5.5,225.1,Sunny,16.8,1.15,Fruiting,0.6,2.89
Maize,23.3,65.7,63.2,Loamy,7.1,27.4,11,259,Sunny,19.9,1.62,Germination,0.3,3.69
Maize,22.2,73.4,83.5,Loamy,7.1,29.6,7.9,260.8,Partly Cloudy,14.7,1.19,Vegetative,0.8,2.72
Maize,26.1,68.8,83.3,Sandy Loam,5.9,28.5,10.1,210.4,Partly Cloudy,10.7,1.47,Flowering,1.1,2.61
Maize,26.4,62.6,70.6,Sandy Loam,6.1,27.7,9.4,246.1,Sunny,15.3,1.54,Fruiting,0.6,3.15
Maize,25.2,60.7,55.9,Loamy,6.1,25.6,11.8,223.3,Partly Cloudy,7.1,1.76,Germination,0.3,2.56
Maize,21.4,72.5,55.4,Loamy,5.8,25.6,6.3,264,Sunny,12.9,1.03,Vegetative,0.8,2.37
Maize,28.5,71.3,58.7,Loamy,7.3,34.8,7.6,256.9,Sunny,18.1,1.25,Flowering,1.1,3.12
Maize,20.2,63.1,56.1,Sandy Loam,6.3,31.9,9,210.8,Partly Cloudy,11.2,1.37,Fruiting,0.6,2.56
Maize,23.5,75.3,80.7,Loamy,5.7,32.3,5.7,249.4,Sunny,7.5,0.94,Germination,0.3,1.74
Maize,28.6,60.6,70.1,Loamy,6,27.3,5.1,216.6,Partly Cloudy,17.8,1.13,Vegetative,0.8,2.97
Maize,22.1,69.5,78.2,Loamy,6.4,26.6,5.6,246.9,Sunny,12.9,1,Flowering,1.1,2.34
Maize,28.6,69.5,67.5,Sandy Loam,7,26.5,8.9,251.1,Partly Cloudy,13.3,1.41,Fruiting,0.6,2.81
Maize,23.5,74.8,63.5,Loamy,6.9,27.8,7.6,230.8,Sunny,5.2,1.12,Germination,0.3,1.7
Maize,24.2,62.2,67.1,Sandy Loam,7.4,31.8,7.2,243.4,Partly Cloudy,13.6,1.29,Vegetative,0.8,2.71
Maize,20.5,67.4,83.5,Sandy Loam,6,31.1,5.9,239.7,Partly Cloudy,6,1.03,Flowering,1.1,1.68
Maize,21.9,64.2,69.6,Sandy Loam,6.6,31.2,8,266,Sunny,19.1,1.33,Fruiting,0.6,3.31
Maize,27.7,71.2,85.2,Sandy Loam,6,32,8.2,237.8,Sunny,18.3,1.28,Germination,0.3,3.17
Maize,23.9,65.5,71.6,Loamy,5.8,33.3,8.5,251.7,Partly Cloudy,10.4,1.37,Vegetative,0.8,2.48
Maize,21.6,72.5,70.7,Sandy Loam,6.2,25.6,8.9,220.1,Partly Cloudy,5.6,1.26,Flowering,1.1,1.88
Maize,24.1,67.4,86.7,Loamy,5.7,26.8,10.5,259.1,Sunny,7.2,1.56,Fruiting,0.6,2.36
Maize,28.2,75.3,56.6,Sandy Loam,6.3,33.5,5.6,268,Partly Cloudy,19.1,0.99,Germination,0.3,2.95
Maize,27.3,61.4,75.2,Sandy Loam,6.4,30.4,5.9,246.2,Partly Cloudy,15.8,1.22,Vegetative,0.8,2.86
Maize,20.2,73.2,83.7,Sandy Loam,7.4,34.7,8,269,Partly Cloudy,11.5,1.18,Flowering,1.1,2.39
Maize,29.3,65.6,79.6,Loamy,6.7,28.6,4.4,231,Partly Cloudy,14.9,1.01,Fruiting,0.6,2.55
Maize,21.3,67.5,68.5,Sandy Loam,7.4,25.6,8.2,264.2,Partly Cloudy,10.6,1.3,Germination,0.3,2.43
Maize,22.1,69.1,84.8,Sandy Loam,7.3,25.7,6.4,276,Sunny,8.4,1.11,Vegetative,0.8,2.01
Maize,21.5,66.5,76.3,Sandy Loam,6.1,28.6,9.5,273.2,Sunny,18.2,1.45,Flowering,1.1,3.34
Maize,25.7,63,56,Sandy Loam,6.8,25.8,9.1,260,Partly Cloudy,5.4,1.51,Fruiting,0.6,2.13
Maize,26.5,67.7,75.1,Sandy Loam,5.6,33.6,11.4,239.8,Sunny,12,1.65,Germination,0.3,2.93
Maize,27.8,67.3,65.4,Loamy,7.2,25.2,4.7,218.9,Partly Cloudy,11.1,0.98,Vegetative,0.8,2.14
Maize,26.1,68.1,55.2,Loamy,5.9,25.6,10.8,252.9,Sunny,12.7,1.59,Flowering,1.1,2.94
Maize,27.6,76.3,68.9,Loamy,5.6,32.5,4,253.4,Partly Cloudy,12.6,0.79,Fruiting,0.6,2.09
Maize,24.3,60.5,64.6,Sandy Loam,6,29.3,7.6,211.2,Sunny,12.8,1.32,Germination,0.3,2.67
Maize,25.3,68.3,76.5,Sandy Loam,7.2,34.2,5.6,276.3,Partly Cloudy,10.8,1.08,Vegetative,0.8,2.21
Maize,23.7,76.3,68.4,Sandy Loam,7.4,31.9,9,217.9,Partly Cloudy,6,1.23,Flowering,1.1,1.89
Maize,21.1,80,56.7,Sandy Loam,7.5,32.3,9.1,264.1,Sunny,14.5,1.2,Fruiting,0.6,2.71
Maize,21.3,70.5,84,Sandy Loam,7.1,31.7,5,226.1,Partly Cloudy,6.1,0.9,Germination,0.3,1.56
Maize,28.2,76.7,50.4,Loamy,6.3,25.9,10.4,231.7,Partly Cloudy,10.5,1.42,Vegetative,0.8,2.54
Maize,26.9,76.3,82.1,Loamy,6.9,27,8.9,239.1,Sunny,19.1,1.27,Flowering,1.1,3.24
Maize,21.7,78.2,50.6,Sandy Loam,5.8,29.7,11.6,251.9,Partly Cloudy,5.7,1.47,Fruiting,0.6,2.11
Maize,29.9,70.2,81.8,Sandy Loam,7,25.1,6.8,275.3,Sunny,11.6,1.22,Germination,0.3,2.44
Maize,20.5,69.5,55.4,Loamy,6.3,28.9,6.6,272.2,Partly Cloudy,7.7,1.1,Vegetative,0.8,1.93
Maize,24.8,60.7,50.4,Sandy Loam,6.4,25.7,10.9,210.7,Sunny,7,1.65,Flowering,1.1,2.43
Maize,29.9,66.8,78.5,Sandy Loam,5.9,25.6,10.9,270.9,Sunny,8.9,1.69,Fruiting,0.6,2.66
Maize,27.7,70.8,74.1,Sandy Loam,5.5,25.4,4.8,273.8,Sunny,5.8,0.99,Germination,0.3,1.62
Maize,22,61.9,57.9,Sandy Loam,7.3,28.2,12,231.4,Sunny,8.2,1.73,Vegetative,0.8,2.64
Maize,28.6,68.2,89.7,Loamy,6.1,29,7.6,234.2,Partly Cloudy,9.2,1.28,Flowering,1.1,2.26
Maize,23.9,68.7,88.8,Sandy Loam,6.3,34.5,8.9,279.8,Partly Cloudy,6.3,1.39,Fruiting,0.6,2.09
Maize,21.7,70.3,89.9,Sandy Loam,6,26.3,5.5,233.6,Partly Cloudy,17.7,0.96,Germination,0.3,2.78
Maize,25.4,75.7,70.8,Loamy,6.3,34.3,5.9,267.4,Partly Cloudy,13.2,0.98,Vegetative,0.8,2.35
Maize,22,72.8,83.5,Loamy,6,28,5.5,216,Sunny,16.5,0.92,Flowering,1.1,2.62
Maize,20.8,75.2,85.8,Sandy Loam,6.5,33.7,7.8,266.3,Sunny,13,1.14,Fruiting,0.6,2.5
Maize,26.9,63.9,57.1,Loamy,6.3,30.4,11,268.2,Partly Cloudy,11.9,1.71,Germination,0.3,2.99
Maize,20.3,71.3,69.8,Loamy,6.8,26.4,10.4,273.1,Partly Cloudy,8.4,1.46,Vegetative,0.8,2.37
Maize,29,61.9,56.1,Sandy Loam,5.6,31.1,5.2,267.1,Partly Cloudy,17.9,1.19,Flowering,1.1,3.04
Maize,29.2,70,53.7,Loamy,5.7,33.8,10.5,251.3,Sunny,10.1,1.56,Fruiting,0.6,2.65
Maize,25.9,62.8,58.9,Sandy Loam,6.7,32.7,10.1,235.9,Partly Cloudy,18.2,1.58,Germination,0.3,3.48
Maize,24.9,80,52.3,Sandy Loam,5.9,33.3,10.1,222.3,Partly Cloudy,9.5,1.3,Vegetative,0.8,2.32
Maize,24.3,75.3,82.8,Sandy Loam,6.6,32.3,7.5,256.9,Sunny,16,1.13,Flowering,1.1,2.79
Maize,24.3,76.1,65.3,Sandy Loam,5.6,33.1,5.8,211.1,Partly Cloudy,13.6,0.92,Fruiting,0.6,2.33
Maize,20.1,60.2,85.2,Sandy Loam,5.5,25,11.8,245.6,Partly Cloudy,8.5,1.72,Germination,0.3,2.66
Maize,25.4,74.5,61.2,Sandy Loam,6.8,33.6,5.9,211.1,Sunny,19.6,0.96,Vegetative,0.8,2.97
Maize,24.7,73.6,64.6,Loamy,6.3,30.3,9.8,274.2,Partly Cloudy,6.8,1.41,Flowering,1.1,2.16
Maize,24.7,79.9,65.9,Sandy Loam,6.7,25.2,8.8,264.9,Partly Cloudy,16.5,1.2,Fruiting,0.6,2.91
Maize,22.5,69.9,75,Sandy Loam,7.2,33.4,11.6,261.4,Partly Cloudy,18.8,1.61,Germination,0.3,3.57
Maize,23.4,66.7,61.7,Sandy Loam,7.4,25.3,6.3,220.1,Sunny,9.9,1.1,Vegetative,0.8,2.15
Maize,24.6,65.7,72,Loamy,7.3,25.1,7.6,278.4,Sunny,13,1.32,Flowering,1.1,2.69
Maize,20.9,72.6,84.1,Loamy,6.6,31.3,6.8,276.1,Partly Cloudy,7.2,1.09,Fruiting,0.6,1.86
Maize,25,69.7,54.2,Sandy Loam,6,28.4,5.9,250.6,Partly Cloudy,7.6,1.06,Germination,0.3,1.87
Maize,22.7,61.7,89.6,Loamy,6.2,27.1,10.2,265.7,Partly Cloudy,16.8,1.6,Vegetative,0.8,3.36
Maize,23.2,78.3,62.1,Loamy,5.9,29.5,7.6,221.1,Sunny,13.5,1.06,Flowering,1.1,2.46
Maize,26.6,60.6,65.9,Loamy,5.8,28.6,6.3,232.7,Partly Cloudy,9.5,1.24,Fruiting,0.6,2.25
Maize,29.1,61.4,62.2,Sandy Loam,7.3,34.5,11.9,211,Sunny,16,1.79,Germination,0.3,3.48
Maize,28.5,62.3,80.1,Sandy Loam,6.6,32.9,11.9,259,Sunny,18.7,1.84,Vegetative,0.8,3.8
Maize,21.1,67.5,73.4,Sandy Loam,6,32.4,9.9,279.2,Partly Cloudy,12.3,1.48,Flowering,1.1,2.78
Maize,25.5,66.4,87.3,Loamy,6.3,32.3,10,212.7,Partly Cloudy,13,1.49,Fruiting,0.6,2.86
Maize,21.9,74.4,81.8,Sandy Loam,5.7,26.4,10.8,213,Sunny,10.4,1.42,Germination,0.3,2.53
Maize,27.8,67.2,60.6,Loamy,6.1,27.6,10,237.6,Sunny,15.4,1.53,Vegetative,0.8,3.15
Maize,25.5,69.3,81.6,Sandy Loam,6.5,33,4.7,272,Partly Cloudy,8.6,0.97,Flowering,1.1,1.88
Maize,23.2,77.6,76.6,Loamy,7.4,27.3,6.3,223.7,Sunny,16.1,0.95,Fruiting,0.6,2.61
Sugarcane,29.4,74.8,133.1,Clay Loam,6.4,30.3,3.4,285.8,Sunny,27.8,0.8,Germination,0.4,3.78
Sugarcane,30.6,72.1,106.9,Clay Loam,6.3,37.1,3.8,279.8,Partly Cloudy,10.3,0.9,Vegetative,1,2.16
Sugarcane,27.9,66.6,116.4,Silty Loam,6.9,40,9.3,300.1,Partly Cloudy,26.4,1.54,Flowering,1.25,4.57
Sugarcane,29.1,67.1,115.3,Silty Loam,6.8,38.9,3,300.9,Partly Cloudy,22.5,0.92,Fruiting,0.85,3.4
Sugarcane,28.1,71.9,120.2,Clay Loam,7.3,39.9,9.7,290.2,Sunny,13.3,1.48,Germination,0.4,3.18
Sugarcane,28.2,77.2,141.1,Silty Loam,6.9,33.8,5.5,309,Partly Cloudy,14.5,0.97,Vegetative,1,2.66
Sugarcane,33.4,68.2,127.3,Clay Loam,7.3,31.7,7.5,251.7,Sunny,15.5,1.34,Flowering,1.25,3.22
Sugarcane,31.1,78.1,129.2,Clay Loam,6.6,36.9,9.5,292.1,Sunny,22,1.37,Fruiting,0.85,3.91
Sugarcane,27.2,82.5,135.2,Silty Loam,7,40,4.5,256.8,Sunny,13.9,0.74,Germination,0.4,2.32
Sugarcane,25.7,79.6,111,Clay Loam,7.3,33.5,7.7,283.4,Sunny,17.9,1.11,Vegetative,1,3.18
Sugarcane,26,82.5,109.7,Silty Loam,6.7,36.2,7.5,243.3,Partly Cloudy,16.5,1.02,Flowering,1.25,2.92
Sugarcane,30.2,69.7,115.4,Silty Loam,6.4,32.7,3.7,292.9,Sunny,19.6,0.94,Fruiting,0.85,3.14
Sugarcane,27.7,64.3,130.1,Silty Loam,7.5,30.7,7.7,297.2,Partly Cloudy,18.6,1.41,Germination,0.4,3.62
Sugarcane,33,75,123.2,Clay Loam,7.1,33.1,7.2,263.7,Partly Cloudy,24.3,1.19,Vegetative,1,3.92
Sugarcane,28.6,68.4,116.2,Clay Loam,6.4,32.7,3.6,295.7,Partly Cloudy,22,0.94,Flowering,1.25,3.38
Sugarcane,29.9,70,109.4,Clay Loam,7.2,33.2,7.6,289.3,Partly Cloudy,15.4,1.32,Fruiting,0.85,3.19
Sugarcane,29.2,78.7,124.4,Silty Loam,6.1,38.8,3.1,288.7,Sunny,22.7,0.7,Germination,0.4,3.14
Sugarcane,30.7,82.9,114.4,Silty Loam,6.5,39.2,7.3,258.7,Partly Cloudy,29,1.04,Vegetative,1,4.2
Sugarcane,29.6,79.3,124.6,Silty Loam,6.2,36.8,5,267.4,Partly Cloudy,24.8,0.87,Flowering,1.25,3.57
Sugarcane,31.4,60.9,115.8,Clay Loam,6.4,39.8,4.6,276.6,Sunny,27.8,1.2,Fruiting,0.85,4.28
Sugarcane,25.9,65.9,103.3,Clay Loam,6.9,33.8,4.4,249,Sunny,21.4,0.98,Germination,0.4,3.36
Sugarcane,26.3,67.8,130.8,Silty Loam,7.4,32.4,5.9,247.1,Partly Cloudy,29.7,1.1,Vegetative,1,4.35
Sugarcane,30.9,80.7,103.6,Silty Loam,7.4,34,6.7,313.5,Partly Cloudy,19.1,1.05,Flowering,1.25,3.22
Sugarcane,26.8,69.3,111.9,Silty Loam,6.5,32.8,7.3,275,Sunny,21.9,1.25,Fruiting,0.85,3.75
Sugarcane,34.2,70,123.1,Silty Loam,6.6,36.5,8.5,316.5,Sunny,26.6,1.49,Germination,0.4,4.52
Sugarcane,29.6,75.8,114.3,Clay Loam,7.2,36,8.4,244.7,Partly Cloudy,12.4,1.25,Vegetative,1,2.8
Sugarcane,31.8,62.3,139.6,Clay Loam,7.2,39,9.4,263.4,Sunny,16.6,1.64,Flowering,1.25,3.71
Sugarcane,30.7,79.2,102.8,Silty Loam,6.2,33.2,9.5,244.5,Partly Cloudy,14,1.31,Fruiting,0.85,3.04
Sugarcane,33.3,65,118.2,Clay Loam,7.4,33.2,9.8,251.7,Partly Cloudy,17.3,1.63,Germination,0.4,3.77
Sugarcane,28,67.9,107.4,Silty Loam,6.7,32.5,3.1,295.7,Partly Cloudy,13.4,0.89,Vegetative,1,2.45
Sugarcane,32.3,73.1,135,Silty Loam,6.8,32.6,7.7,272.3,Sunny,12.9,1.28,Flowering,1.25,2.89
Sugarcane,32.4,76.5,144.9,Silty Loam,6.7,35.6,6.8,257.8,Partly Cloudy,25.9,1.12,Fruiting,0.85,3.99
Sugarcane,31.3,65.5,102.9,Silty Loam,6.7,33.8,9.6,316.1,Partly Cloudy,14,1.65,Germination,0.4,3.46
Sugarcane,30,66.8,116.7,Clay Loam,6.4,32.6,5,290.1,Partly Cloudy,11.1,1.12,Vegetative,1,2.51
Sugarcane,31.2,73.2,125.7,Clay Loam,6.5,34.3,3.6,254.3,Partly Cloudy,25,0.84,Flowering,1.25,3.55
Sugarcane,32.3,67.6,129.2,Silty Loam,7.5,33.5,7,255.1,Partly Cloudy,18.8,1.3,Fruiting,0.85,3.5
Sugarcane,32.5,84.8,104.7,Silty Loam,7,35.2,5.6,281.9,Partly Cloudy,21.3,0.86,Germination,0.4,3.2
Sugarcane,26.9,61.6,130.8,Clay Loam,6.1,38.4,3.7,276.2,Partly Cloudy,10,1.03,Vegetative,1,2.29
Sugarcane,33.9,69.3,128.7,Clay Loam,6.4,34.1,9.8,261.3,Sunny,17.4,1.57,Flowering,1.25,3.7
Sugarcane,34.7,83.4,139.7,Silty Loam,6.8,33.6,8.7,246.3,Partly Cloudy,28.5,1.18,Fruiting,0.85,4.32
Sugarcane,33.6,73.8,103.6,Silty Loam,6.5,39.7,9.1,317,Partly Cloudy,26.6,1.46,Germination,0.4,4.49
Sugarcane,32.1,75.4,123.6,Clay Loam,7.1,34.2,6.7,241.8,Sunny,24.9,1.11,Vegetative,1,3.88
Sugarcane,28.8,63.3,139.4,Silty Loam,6.2,36.1,5.8,245.3,Partly Cloudy,25.5,1.2,Flowering,1.25,4.05
Sugarcane,25.8,66.4,107.5,Silty Loam,6.7,39.6,3.8,311.4,Sunny,13.8,0.97,Fruiting,0.85,2.59
Sugarcane,27.3,78.1,124.2,Clay Loam,6.2,38.5,9.7,272.8,Partly Cloudy,10.2,1.35,Germination,0.4,2.71
Sugarcane,34.8,80.2,122,Silty Loam,7.2,37.5,6.5,308.1,Sunny,14.9,1.07,Vegetative,1,2.83
Sugarcane,33.6,79.1,119.8,Silty Loam,6.3,30.4,3.6,272.4,Partly Cloudy,14.2,0.77,Flowering,1.25,2.38
Sugarcane,27.9,83.5,116.8,Clay Loam,6.6,37,5.3,270.8,Partly Cloudy,25,0.82,Fruiting,0.85,3.52
Sugarcane,29.2,75.2,102.4,Silty Loam,7.2,39.3,6.4,305.7,Partly Cloudy,21.4,1.11,Germination,0.4,3.53
Sugarcane,27.1,83.1,104.4,Silty Loam,6.3,36.3,8.3,255.1,Sunny,10.2,1.11,Vegetative,1,2.41
Sugarcane,31.2,75.3,142.5,Clay Loam,6.7,35.5,6.8,308.3,Partly Cloudy,26.7,1.17,Flowering,1.25,4.13
Sugarcane,34.9,84.5,126.8,Silty Loam,6.1,38.1,8.7,275.4,Partly Cloudy,21.1,1.18,Fruiting,0.85,3.58
Sugarcane,31.4,81.9,103.1,Silty Loam,7.5,33.4,5.5,253.8,Partly Cloudy,28.6,0.88,Germination,0.4,3.96
Sugarcane,32.7,68.6,139.7,Silty Loam,7.2,36.9,5.2,293.4,Partly Cloudy,26.5,1.14,Vegetative,1,4.08
